Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, No ®","Recorded on September 15, 1957.

Initially released in November of 1957. This repress was likely released between 1958 and 1959.

-Cover-
John Coltrane performs by courtesy of Prestige Records, Kenny Drew performs by courtesy of Riverside Records.
High Fidelity
For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 63rd St., New York 23
The track duration does not appear on the release.

This pressing has no ® on the label, HOWEVER, Inc. IS present on the back cover.

Possibly a very early (1957, perhaps 1958) 2nd MONO issue has:
- blue/white deep groove Blue Note Records - Blue Note Records - 47 West 63rd - NYC on BOTH sides
- RVG stamped in the dead wax, both sides,
- ""P"" (otherwise wrongly called ""ear"") for Plastylite etched in the trail off, both sides,
- laminated jacket,
- 47 West 63rd St., New York 23 address on back cover WITH Inc.

Jacket color matches early non-first pressings. Curtis Fuller's face (side of forehead) suffers from a photo defect.",Jazz,1958,Hard Bop,"Rated 4.93 of 15 votes (72 have, 618 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.9%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$460.00
Hank Mobley – Mobley's Message,Prestige – PRLP 7061,US,"Vinyl, LP, Album","Recorded July 20, 1956.",Jazz,1956,Hard Bop,"Rated 4.50 of 14 votes (70 have, 373 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$420.00
Ike Quebec – It Might As Well Be Spring,Blue Note – BST-84105,US,"Vinyl, LP, Album, Stereo","Blue Note Records Inc. New York USA
Recorded on December 9, 1961.

VAN GELDER Machine stamp",Jazz,1962,Hard Bop,"Rated 4.54 of 13 votes (75 have, 155 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.9%,nan,nan,$500.00
Kenny Drew Quintet / Quartet* – This Is New,Riverside Records – RLP 12-236,US,"Vinyl, LP, Album, Mono","Side A: New York; March 28, 1957.
Side B: New York; April 3, 1957.",Jazz,1957,Hard Bop,"Rated 4.00 of 8 votes (47 have, 178 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.2%,Reeves Sound Studios,nan,$577.99
John Coltrane – My Favorite Things,Atlantic – 1361,US,"Vinyl, LP, Album, Mono, Laminated Cover, Scranton Press","Label variation of John Coltrane - My Favorite Things. Identical in almost every way except this version has ® just above the Atlantic ""fan"" symbol on both labels, and some additional stamped numbers in the deadwax. Released with a laminated cover in a heavy cardboard jacket, with a small ring impression on red, purple and white colored fan logo on the center record labels.

Capitol Records Pressing Plant, Scranton pressing as denoted by the ""anvil-lathe"" stamped within the matrices.

The matrices also contain stamped numbers in addition to the ""anvil-lathe"". Those numbers are located as follows:

Side A: 4 stamped below AT in the 3 o'clock position, 2 stamped above 11755-A in the 6 o'clock position.
Side B: 2 stamped below AT in the 7 o'clock position, 3 stamped above 11756-A in the 10 o'clock position.
The ""anvil-lathe"" and the W appear in the 9 o'clock position on Side A, and in the 1 o'clock position on Side B.

Recorded at Atlantic Studios, New York, NY
Track A1 on October 21, 1960
Track B1 on October 24, 1960
Tracks A2 & B2 on October 26, 1960

Publishers:
A1: Williamsson, ASCAP
A2: Chappell, ASCAP
B1: Gershwin Pub., ASCAP
B2: New World, ASCAP",Jazz,1961,"Hard Bop, Modal","Rated 4.00 of 1 votes (14 have, 91 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.2%,Atlantic Studios,"Capitol Records Pressing Plant, Scranton",$500.00
"Thad Jones, Billy Mitchell, Al Grey, Tommy Flanagan, Paul Chambers (3), Elvin Jones – Motor City Scene",United Artists Records – UAS 5025,US,"Vinyl, LP, Album, Stereo",nan,Jazz,1959,Hard Bop,"Rated 3.50 of 2 votes (21 have, 115 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Nola Recording Studios,nan,$499.99
Dexter Gordon – Our Man In Paris,"Blue Note – 84146, Blue Note – BST 84146",US,"Vinyl, LP, Album, Stereo, Reissue, Liberty Pressing","Blue and white ""Division of Liberty"" reissue. ""Van Gelder Stereo"" in the runout groove.",Jazz,1966,Hard Bop,"Rated 4.75 of 16 votes (111 have, 162 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$400.00
John Coltrane – A Love Supreme,Impulse! – A-77,US,"Vinyl, LP, Album, Mono, Gatefold","Recorded December 9th, 1964.

This is the variant with side indications on the labels. There is another variant
without side indications on the labels

""A Product of ABC-Paramount Records Inc."" printed at bottom of labels

The thick cardstock gatefold sleeve has a heavily laminated glossy finish but the inside
of the gatefold does not.",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 205 votes (1398 have, 3685 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$400.00
"Stanley Turrentine – Up At ""Minton's"", Vol. 2",Blue Note – BLP 4070,US,"Vinyl, LP, Album, Mono","Recorded live on February 23, 1961.",Jazz,1961,Hard Bop,"Rated 4.55 of 11 votes (89 have, 167 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Minton's Playhouse,Plastylite,$400.00
Ike Quebec – Heavy Soul,Blue Note – BLP 4093,US,"Vinyl, LP, Album, Mono","Recorded on November 26, 1961.",Jazz,1962,Hard Bop,"Rated 4.77 of 26 votes (142 have, 252 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$499.99
The John Coltrane Quartet – Africa / Brass,Impulse! – A-6,US,"Vinyl, LP, Album, Mono, Gatefold","Cover and spine credits The John Coltrane Quartet as the artist but recording session info credits John Coltrane Orchestra.
Gatefold cover.
Printed on cover:
The new wave of jazz is on Impulse!
Printed in U.S.A.
A product of AM-PAR Record Corp.

Printed on labels:
A product of Am-Par Records Corp.
Printed in U.S.A.",Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal","Rated 4.64 of 42 votes (428 have, 363 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$500.00
Hank Mobley – The Turnaround,Blue Note – BLP 4186,US,"Vinyl, LP, Album, Mono, Plastylite Pressing","Recorded on March 7, 1963 (#2 & 3) and February 5, 1965 (all others) at the Van Gelder Studio, Englewood Cliffs, New Jersey.
New York, USA adress on label. Ear and RVG in dead wax.",Jazz,1965,Hard Bop,"Rated 4.66 of 35 votes (197 have, 374 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$499.00
Miles Davis Sextet* – Someday My Prince Will Come,Columbia – CS 8456,US,"Vinyl, LP, Album, Stereo","Early pressing variant released on a '6-eye' label.

The text layout used on the labels is different on this version.
The title appears in three lines instead of two.

Has the number ""4"" printed in the lower right corner of the back sleeve.
This is a printing plant code. The exact identity of this plant is unknown.",Jazz,1961,Hard Bop,"Rated 4.42 of 57 votes (655 have, 268 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.7%,nan,nan,$475.00
Ike Quebec – Heavy Soul,Blue Note – BLP 4093,US,"Vinyl, LP, Album, Mono","Recorded on November 26, 1961.",Jazz,1962,Hard Bop,"Rated 4.77 of 26 votes (142 have, 252 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$450.00
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, ®","Initially released in November of 1957. This repress was likely released between 1959 and 1962.

This pressing has ® on the label, and Inc in the back cover.

-Cover-
John Coltrane performs by courtesy of Prestige Records, Kenny Drew performs by courtesy of Riverside Records.
High Fidelity
For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 61st St., New York 23

-Inner sleeve-
BLUE NOTE THE FINEST IN JAZZ SINCE 1939
BLUE NOTE RECORDS INC. 43 WEST 61st ST. NEW YORK 23, N. Y.

-Labels-
BLUE NOTE® 33⅓ MICROGROOVE LONG PLAYING
BLUE NOTE RECORDS INC • 47 WEST 63rd • NYC

Recorded on September 15, 1957.

The symbol of an ear is inscribed into the run out grooves of both sides.
The track duration does not appear on the release.
Both sides of the label has Deep Groove.",Jazz,1959,Hard Bop,"Rated 4.75 of 69 votes (312 have, 989 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$437.39
Hank Mobley Quintet* – Mobley's 2nd Message,Prestige – PRLP 7082,US,"Vinyl, LP, Album, Mono","Recorded July 27, 1956.

Prestige Records Inc. - 446 W. 50th St., N.Y.C.",Jazz,1957,Hard Bop,"Rated 4.50 of 8 votes (53 have, 165 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$500.00
Clifford Brown – Memorial Album,Blue Note – BLP 1526,US,"Vinyl, LP, Compilation, Mono","BLUE NOTE RECORDS, 767 Lexington Ave., NYC label on both sides
Back cover address notes 47 West 63rd St NY 23 and cover has a white boarder.",Jazz,Jul 1956,"Bop, Hard Bop","Rated 5.00 of 4 votes (28 have, 78 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.3%,WOR Studios,nan,$499.00
Bennie Green – Walkin' And Talkin',Blue Note – BLP 4010,US,"Vinyl, LP, Album, Mono","Blue Note Records, 47 West 63rd, NYC blue and white deep groove labels with ""P"" Plastylite stamp and RVG machine stamp on both sides.

Recorded on January 25, 1959.",Jazz,1959,Hard Bop,"Rated 4.69 of 13 votes (86 have, 189 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$500.00
Dexter Gordon – Go!,Blue Note – BLP 4112,US,"Vinyl, LP, Album, Mono","Recorded on August 27, 1962.",Jazz,1962,Hard Bop,"Rated 4.67 of 52 votes (310 have, 741 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$525.00
Sonny Rollins – Plus 4,Esquire – 32-025,UK,"Vinyl, LP, Album","Reviewed as a new release in Gramophone magazine, September 1957.
As compiled in Just Jazz 2 (Jazz Discography 1957) by Derek Coller and Eric Townley.",Jazz,1957,Hard Bop,"Rated 4.50 of 2 votes (26 have, 111 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$490.00
"Stanley Turrentine – Up At ""Minton's"", Vol. 2",Blue Note – BLP 4070,US,"Vinyl, LP, Album, Mono","Recorded live on February 23, 1961.",Jazz,1961,Hard Bop,"Rated 4.55 of 11 votes (89 have, 167 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.8%,Minton's Playhouse,Plastylite,$599.95
Herbie Hancock – Inventions And Dimensions,Blue Note – BLP 4147,US,"Vinyl, LP, Album, Mono","Recorded on August 30, 1963.

Original first pressings can be determined by the following details [also see image section]:

1. 'Deep Groove' stamped in the label paper of side 1 only
2. Address on labels is New York USA
3. Address on back cover is 43 West 31st St., New York 23
4. Deadwax area has the Plastylite pressing plant ""ear"" (pretzel shaped, hand etched ""P"")
5. Deadwax area has the VAN GELDER stamp; the cat.nr. is hand etched
6. Front cover is not laminated

Versions that do not carry the Plastylite ""ear"" (aka the pretzel shaped, etched ""P"") are all reissues, released after Liberty Records bought the Blue Note label and are not first pressings. These and the above details courtesy of the ""Blue Note Records Guide For Identifying Original Pressings"", written by Frederick Cohen from Jazz Record Center, New York.

The nick name of percussionist Osvaldo ""Chihuahua"" Martinez is misspelled on the front cover and reads ""Chihuahau"". This typo survived many reissues, but was finally corrected on the 2006 CD reissue in the RVG Edition series; the front of the booklet there now correctly states ""Chihuahua"".",Jazz,1964,"Free Improvisation, Hard Bop, Modal","Rated 4.52 of 42 votes (169 have, 829 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$475.00
Eric Dolphy – Out There,"New Jazz – 8252, New Jazz – NJLP 8252",US,"Vinyl, LP, Album, Mono",Non deep groove pressing.,Jazz,1961,"Hard Bop, Free Jazz, Modal","Rated 5.00 of 1 votes (14 have, 104 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$400.00
The Jazz Messengers* – At The Cafe Bohemia Volume 2,Blue Note – BLP 1508,US,"Vinyl, LP, Album, Mono","Recorded live on November 23, 1955.

1st original mono issue has:
- deep grooved blue/white Blue Note Records labels with 767 Lexington Ave N.Y.C. addess
- flat edge vinyl with RVG etched and ""P"" (otherwise wrongly called ""ear"") for Plastylite etched in the trail off, both sides
- 767 Lexington Ave., New York 21 address on back cover
- blank spine on cover
- Framed cover.",Jazz,May 1956,Hard Bop,"Rated 4.62 of 29 votes (206 have, 411 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.3%,Café Bohemia,Plastylite,$449.80
Nat Adderley – Work Song,"Riverside Records – RLP 12-318, Riverside Records – RLP 1167",US,"Vinyl, LP, Album, Mono","Recorded in New York; January 25 and 27, 1960.",Jazz,1960,Hard Bop,"Rated 4.75 of 4 votes (37 have, 48 want)",Near Mint (NM or M-),Sleeve: Mint (M),99.7%,nan,nan,$419.60
Dexter Gordon – Go!,Blue Note – BLP 4112,US,"Vinyl, LP, Album, Mono","Recorded on August 27, 1962.",Jazz,1962,Hard Bop,"Rated 4.67 of 52 votes (310 have, 741 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$525.00
Charles Mingus – Mingus Ah Um,Columbia – CS 8171,US,"Vinyl, LP, Album, Stereo","First pressing from 1959.

Features Deep Groove label

Rear cover features a bold 3 in the bottom right corner of the jacket.

Deep groove ridge can be seen and felt running the perimeter of the red inner label and the black outer ring.

Recorded at 30th Street Studio, NYC.
May 5, 1959 (A1, B1-B4) / May 12, 1959 (A2-A5).

Identical cover to Mingus Ah Um except for 3 code.",Jazz,14 Sep 1959,"Hard Bop, Bop","Rated 4.78 of 9 votes (70 have, 345 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.6%,Columbia 30th Street Studio,nan,$530.00
Horace Silver Quintet* – Horace Silver Quintet Volume 3,Blue Note – BLP 5058,US,"Vinyl, LP, 10"", Album, Mono","Recorded on November 13, 1954.

767 Lexington Deep Groove RVG flat disk...",Jazz,1954,Hard Bop,"Rated 4.50 of 4 votes (36 have, 123 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,nan,nan,$450.00
Jackie McLean – Let Freedom Ring,Blue Note – BLP 4106,US,"Vinyl, LP, Mono, No DG","Blue/White non-DG (sides 1& 2) ""Blue Note Records Inc. New York USA"" label ®
33 1/3 Microgroove LONG PLAYING
Plastylite ""P"" and Van Gelder stamped in dead wax

On back cover ""For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 61st St., New York 23""",Jazz,Apr 1963,Hard Bop,"Rated 4.56 of 18 votes (98 have, 250 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$500.00
John Coltrane – Lush Life,"Prestige – 7188, Prestige – PRLP 7188",US,"Vinyl, LP, Album, Mono","First pressing with yellow fireworks label featuring Bergenfield address.

1st cat# on front cover; 2nd cat# on center labels

= = =
Composition credits from labels, sides A and B
Alternate titles:
Lush Life : John Coltrane / Trio, Quartet, And Quintet (jacket, rear)
Lush Life : John Coltrane / (Trio & Quintet) -- disc labels, sides A and B
A2 -- Trane's Slo Blues (label) ; Trane's Slow Blues (jacket, rear)",Jazz,Jan 1961,Hard Bop,"Rated 4.51 of 76 votes (574 have, 642 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$449.99
Miles Davis – Jazz Track,Columbia – CL 1268,US,"Vinyl, LP, Promo, Mono, Terre Haute","Promo with ""Red & White 6 Eye"" label. ""Demonstration Not For Sale""

NOTE: track B2 is called ""Put Your Little Foot Right Out"" on this only.

The Jazz Track LP compilation is made up of two unrelated studio sessions.
The A Side Recorded on Dec 4, 1957, is devoted to ten songs composed by Miles Davis for the soundtrack to the French film ""L'Ascenseur Pour l'Echafaud"".
The B Side represents only a portion of the May 26, 1958, studio session that has since been reissued in full on CD.",Jazz,Nov 1959,Hard Bop,"Rated 4.67 of 9 votes (80 have, 83 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,nan,"Columbia Records Pressing Plant, Terre Haute",$425.00
Sonny Clark Trio – Sonny Clark Trio,Time Records (3) – T 70010,US,"Vinyl, LP, Album","Recorded in New York City, March 23rd, 1960.

Original pressing has red deep groove labels.",Jazz,Apr 1960,Hard Bop,"Rated 4.70 of 10 votes (38 have, 202 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,nan,nan,$425.00
Johnny Griffin – The Little Giant,Riverside Records – RLP 12-304,US,"Vinyl, LP, Album, Mono","Recorded in New York; August, 1959.",Jazz,1959,Hard Bop,"Rated 4.63 of 8 votes (73 have, 128 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Reeves Sound Studios,nan,$400.00
Horace Silver Quintet* – Horace Silver Quintet Volume 3,Blue Note – BLP 5058,US,"Vinyl, LP, 10"", Album, Mono","Recorded on November 13, 1954.

767 Lexington Deep Groove RVG flat disk...",Jazz,1954,Hard Bop,"Rated 4.50 of 4 votes (36 have, 123 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,$500.00
Donald Byrd – Byrd In Paris,Signature (4) – SM 1039,US,"Vinyl, LP, Album, Mono","a l`Olympia, le 22 octobre 1958",Jazz,1960,Hard Bop,"Rated 5.00 of 1 votes (7 have, 92 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.8%,nan,nan,$571.62
Hank Mobley – Workout,Blue Note – BLP 4080,US,"Vinyl, LP, Album, Mono","Recorded on March 26, 1961.
Wynton Kelly and Paul Chambers perform by courtesy of Vee-Jay Records.
Plastylite 'ear' and RVG stamped in deadwax.

Side 1 label says ""Blue Note Records Inc. • 47 West 63rd • NYC ""
Side 2 label says "" Blue Note Records, Inc. • New York USA""

A few Plastylite variants exist with Label 2 with the 47 West 63rd address, and Label 1 with the New York address.

No known Plastylite variants exist with the 47 West 63rd address on both labels.

Back cover has ""43 W. 61st St., New York 23"" address.

Wynton Kelly and Paul Chambers perform by courtesy of Vee-Jay Records.",Jazz,1961,Hard Bop,"Rated 4.53 of 19 votes (111 have, 505 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),97.1%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$455.00
