Label,Country,Genre,Release_Date,Style,fpress,spress,tpress,original,rare,dgroove,sealed,promo,xnotes,price,artist,album,reclabel,recyear,rating,votes,haves,wants,sleeve_cond_abbr,media_cond_abbr,seller_rating,media_cond_num,sleeve_cond_num
JAZZLAND – JLP 86,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,59.99,Sonny Rollins , Shadow Waltz,JAZZLAND ,62,4.33,6.0,50.0,48.0,NM or M-,NM or M-,0.9940000000000001,7,7
Blue Note – BLP 4222,US,Jazz,Jan 1967,"Hard Bop, Post Bop",1,0,0,0,0,0,0,0,1,60.0,Lee Morgan , Cornbread,Blue Note ,67,4.38,47.0,395.0,529.0,G+,G+,0.9940000000000001,4,4
Prestige – PR 7247,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,59.99,John Coltrane With Tadd Dameron , Mating Call,Prestige ,64,5.0,3.0,57.0,96.0,VG,VG+,0.9990000000000001,6,5
Blue Note – BST 81581,US,Jazz,1967,"Hard Bop, Bop",0,0,0,0,0,1,0,0,1,60.0,Sonny Rollins ," A Night At The ""Village Vanguard""",Blue Note ,67,4.75,4.0,10.0,34.0,VG+,VG+,1.0,6,6
Carlton – LP-12/113,US,Jazz,25 Jun 1959,Hard Bop,0,0,0,0,0,0,0,0,0,60.0,Tony Scott (2) / Jimmy Knepper , Free Blown Jazz,Carlton ,59,3.4,5.0,113.0,53.0,VG+,VG+,1.0,6,6
Capitol Records – ST 2399,US,Jazz,1965,"Hard Bop, Soul-Jazz, Modal",0,0,0,0,0,0,0,0,0,60.0,Cannonball Adderley , Cannonball Adderley-Live!,Capitol Records ,65,3.86,22.0,299.0,59.0,VG+,VG+,0.955,6,6
Atlantic – SD 1508,US,Jazz,1968,"Hard Bop, Free Jazz",1,0,0,0,0,0,0,0,1,60.0,Yusef Lateef , The Blue Yusef Lateef,Atlantic ,68,3.33,6.0,51.0,221.0,VG+,NM or M-,1.0,7,6
Columbia Musical Treasuries – DS 417,US,Jazz,1968,"Post Bop, Hard Bop, Modal",0,0,0,0,0,0,0,0,0,59.99,Miles Davis , Orbits,Columbia Musical Treasuries ,68,4.11,9.0,158.0,34.0,VG+,NM or M-,0.985,7,6
Jazzland – JLP 979,US,Jazz,1963,Hard Bop,0,0,0,1,1,0,1,1,1,60.0,Max Roach Quintet , Conversation,Jazzland ,63,4.27,11.0,61.0,57.0,G,VG,0.9840000000000001,5,3
Riverside Records – RLP 414,US,Jazz,1962,Hard Bop,0,0,0,0,0,1,0,0,1,59.99,Blue Mitchell , A Sure Thing,Riverside Records ,62,5.0,1.0,8.0,13.0,G+,VG+,1.0,6,4
Blue Note – BST 84269,US,Jazz,1968,"Hard Bop, Soul-Jazz",0,0,0,1,0,0,0,0,1,59.99,The Incredible Jimmy Smith* , Open House,Blue Note ,68,4.78,18.0,391.0,69.0,NM or M-,NM or M-,0.9940000000000001,7,7
"Prestige – PR 7229, Prestige – 7229, Prestige – PRST 7229",US,Jazz,1964,Hard Bop,1,1,1,0,0,0,0,0,1,59.99,The Red Garland Quintet With John Coltrane , Dig It!,Prestige ,64,4.33,3.0,57.0,75.0,M,M,1.0,8,8
"Prestige – PR 7268, Prestige – PRST 7268",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,59.99,John Coltrane , Stardust,Prestige ,64,4.5,4.0,44.0,93.0,VG+,VG+,1.0,6,6
Columbia – CS 8612,Canada,Jazz,1962,"Hard Bop, Modal",1,0,0,0,0,1,0,0,1,60.0,Miles Davis , Miles Davis At Carnegie Hall,Columbia ,62,4.75,4.0,20.0,29.0,VG+,NM or M-,0.998,7,6
Atlantic – 1294,US,Jazz,1959,Hard Bop,0,0,0,1,0,0,0,0,1,60.0,Milt Jackson , Bags & Flutes,Atlantic ,59,4.14,7.0,126.0,45.0,NM or M-,NM or M-,0.996,7,7
"CBS – 62 390, CBS – 62.390",France,Jazz,1964,"Hard Bop, Modal",1,0,0,0,0,0,0,0,1,60.0,Miles Davis , Miles À Antibes,CBS ,64,4.5,2.0,12.0,24.0,VG+,VG+,1.0,6,6
Columbia – CS 8607,US,Jazz,1962,"Hard Bop, Post Bop",0,0,0,1,1,0,1,1,1,60.0,The New Dynamic Chico Hamilton Quintet* , Drumfusion,Columbia ,62,4.5,6.0,77.0,92.0,VG+,NM or M-,0.996,7,6
Riverside Records – RLP 9344,US,Jazz,1960,"Soul-Jazz, Bop, Hard Bop",0,0,0,0,0,0,0,0,0,59.99,The Cannonball Adderley Quintet , At The Lighthouse,Riverside Records ,60,4.23,26.0,223.0,72.0,VG+,VG,0.99,5,6
"Blue Note – 84146, Blue Note – BST 84146",US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,59.99,Dexter Gordon , Our Man In Paris,Blue Note ,66,4.75,16.0,111.0,162.0,NM or M-,VG,1.0,5,7
Blue Note – BST 84001,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,59.99,Sonny Rollins , Newk's Time,Blue Note ,66,4.44,9.0,73.0,83.0,VG+,VG+,1.0,6,6
SABA – SB 15 066 ST,Germany,Jazz,1966,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,60.0,Don Menza , Morning Song,SABA ,66,4.67,9.0,50.0,72.0,VG+,NM or M-,0.998,7,6
"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,Jazz,1968,"Hard Bop, Post Bop",0,0,0,0,1,0,0,0,1,60.0,Charles Mingus , Mingus At Monterey,Jazz Workshop ,68,4.14,21.0,217.0,59.0,VG,VG+,1.0,6,5
Blue Note – BST 84076,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,60.0,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,61,4.29,21.0,200.0,104.0,VG+,VG+,0.997,6,6
"Prestige – PR 7213, Prestige – PRLP 7213",US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,59.99,John Coltrane , Settin' The Pace,Prestige ,61,4.48,25.0,241.0,262.0,VG,VG,1.0,5,5
Blue Note – BLP 1528,US,Jazz,1956,"Soul-Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,60.0,The Incredible Jimmy Smith* ," At Club ""Baby Grand"" Wilmington, Delaware, Volume 1",Blue Note ,56,4.45,11.0,125.0,184.0,VG,VG,0.998,5,5
"Prestige – PR 7201, Prestige – 7201, Prestige – PRLP 7201",US,Jazz,1961,"Bop, Hard Bop",1,1,1,0,0,0,0,0,1,60.0,Gene Ammons And His All Stars* , Groove Blues,Prestige ,61,4.86,7.0,79.0,59.0,VG,VG+,1.0,6,5
"Blue Note – 4030, Blue Note – BLP 4030",US,Jazz,Jun 1960,Hard Bop,1,0,1,1,0,1,0,0,1,59.99,The Incredible Jimmy Smith* , Crazy! Baby,Blue Note ,60,4.07,29.0,365.0,145.0,G+,VG+,0.98,6,4
"Prestige – LP 7034, Prestige – PRLP 7034",US,Jazz,1956,"Bop, Hard Bop",0,0,0,0,0,1,0,0,1,58.99,Miles Davis And Milt Jackson , Quintet / Sextet,Prestige ,56,4.42,33.0,324.0,304.0,G,G+,0.9990000000000001,4,3
RCA Victor – LSP-2533,US,Jazz,1962,Hard Bop,0,0,0,0,0,1,0,0,1,55.0,Charlie Mingus* , Tijuana Moods,RCA Victor ,62,4.7,50.0,408.0,207.0,VG,VG+,1.0,6,5
"Blue Note – BLP 4157, Blue Note – 4157",US,Jazz,Jul 1964,Hard Bop,1,0,0,0,0,0,0,0,1,59.0,Lee Morgan , The Sidewinder,Blue Note ,64,4.62,140.0,1163.0,1104.0,VG,G+,0.9990000000000001,4,5
RCA Victor – LSP-2533,US,Jazz,1962,Hard Bop,0,0,0,0,0,1,0,0,1,58.0,Charlie Mingus* , Tijuana Moods,RCA Victor ,62,4.7,50.0,408.0,207.0,VG+,VG+,0.997,6,6
Blue Note – BLP 1521,US,Jazz,1959,Hard Bop,1,1,1,0,0,1,0,0,1,55.0,Art Blakey Quintet ," A Night At Birdland, Volume 1",Blue Note ,59,4.8,5.0,11.0,65.0,VG,VG,0.995,5,5
Riverside Records – RLP 12-300,US,Jazz,1965,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,59.98,The Thelonious Monk Orchestra , At Town Hall,Riverside Records ,65,3.5,2.0,26.0,20.0,VG,VG+,0.99,6,5
Capitol Records – ST 2663,US,"Jazz, Funk / Soul, Blues",Feb 1967,Hard Bop,0,0,0,0,0,0,0,0,0,55.25,The Cannonball Adderley Quintet ," Mercy, Mercy, Mercy! - Live At ""The Club""",Capitol Records ,67,4.13,15.0,245.0,61.0,NM or M-,VG+,1.0,6,7
Blue Note – BST 84076,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,59.5,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,61,4.29,21.0,200.0,104.0,VG+,VG+,1.0,6,6
"Impulse! – A-6, Impulse! – AS-6",US,Jazz,1968,"Free Jazz, Hard Bop, Modal",0,0,0,0,0,0,0,0,0,55.35,The John Coltrane Quartet , Africa / Brass,Impulse! ,68,4.58,26.0,193.0,172.0,VG+,VG+,0.9940000000000001,6,6
Blue Note – BST 84243,US,Jazz,1967,Hard Bop,1,0,0,1,0,0,0,0,1,58.18,Lee Morgan , Delightfulee,Blue Note ,67,4.44,39.0,274.0,188.0,VG+,VG,0.9940000000000001,5,6
Capitol Records – ST 2663,US,"Jazz, Funk / Soul, Blues",1969,Hard Bop,0,0,0,0,0,0,0,0,0,56.62,The Cannonball Adderley Quintet ," Mercy, Mercy, Mercy! - Live At ""The Club""",Capitol Records ,69,4.55,11.0,100.0,68.0,VG+,NM or M-,0.9470000000000001,7,6
Columbia – CS 8192,US,Jazz,1959,"Bop, Hard Bop",1,0,0,0,0,1,0,0,1,58.5,The Dave Brubeck Quartet , Time Out,Columbia ,59,4.5,10.0,91.0,250.0,G+,VG,0.997,5,4
"Glad-Hamp Records, Inc. – GHLP 1003",US,Jazz,1962,"Hard Bop, Swing",1,0,0,0,0,0,0,0,1,59.99,Lionel Hampton , The Exciting Hamp In Europe,"Glad-Hamp Records, Inc. ",62,0.0,0.0,7.0,3.0,VG+,NM or M-,0.9990000000000001,7,6
Columbia – CS 8192,US,Jazz,1962,"Bop, Hard Bop",0,1,0,0,0,0,0,0,1,59.0,The Dave Brubeck Quartet , Time Out,Columbia ,62,4.58,12.0,137.0,356.0,VG+,VG+,0.938,6,6
"Candid – 8019, Candid – CJM-8019",US,"Jazz, Blues",Oct 1961,"Hard Bop, Swing",0,0,0,0,0,1,0,0,1,55.0,Various , The Jazz Life!,Candid ,61,4.83,6.0,29.0,17.0,VG+,VG+,0.987,6,6
Emarcy – MG 36100,US,Jazz,1956,Hard Bop,0,0,0,1,1,0,1,1,1,57.31,Nat Adderley , To The Ivy League From Nat,Emarcy ,56,4.5,4.0,36.0,9.0,VG+,NM or M-,0.975,7,6
"Trova – TL12, Trova – TL-12",Argentina,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,58.0,Villegas* , Tributo A Monk,Trova ,67,4.33,3.0,22.0,21.0,VG+,NM or M-,1.0,7,6
Milestone (4) – MSP 9016,US,Jazz,1968,Hard Bop,0,0,0,0,0,0,0,0,0,59.99,Nat Adderley , The Scavenger,Milestone (4) ,68,0.0,0.0,9.0,12.0,VG+,NM or M-,1.0,7,6
"Blue Note – BLP 4185, Blue Note – 4185",US,Jazz,Dec 1964,"Hard Bop, Latin Jazz",1,0,0,0,0,1,0,0,1,59.95,The Horace Silver Quintet , Song For My Father (Cantiga Para Meu Pai),Blue Note ,64,4.53,17.0,144.0,291.0,G+,VG,0.998,5,4
"Prestige – PR 7303, Prestige – PRLP 7303",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,55.0,Ronnie Mathews With Freddie Hubbard , Doin' The Thang,Prestige ,64,4.0,1.0,22.0,84.0,VG+,VG+,1.0,6,6
Atlantic – 1428,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,56.99,Philly Joe Jones* & Elvin Jones , Together!,Atlantic ,64,4.14,14.0,107.0,118.0,VG+,NM or M-,0.99,7,6
Riverside Records – RLP 407,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,58.04,Milt Jackson and Wes Montgomery , Bags Meets Wes!,Riverside Records ,62,4.31,13.0,143.0,139.0,NM or M-,VG+,0.9259999999999999,6,7
Columbia – CL 2601,US,Jazz,Jan 1967,"Hard Bop, Post Bop, Modal",1,0,0,0,0,0,0,0,1,57.35,The Miles Davis Quintet , Miles Smiles,Columbia ,67,4.77,31.0,394.0,273.0,VG,VG+,1.0,6,5
Prestige – 7160,US,Jazz,1960,Hard Bop,0,1,0,0,0,0,0,0,1,58.99,Bennie Green , Blows His Horn,Prestige ,60,5.0,1.0,28.0,29.0,VG+,VG+,0.996,6,6
Blue Note – BST 84176,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,59.95,Dexter Gordon , One Flight Up,Blue Note ,64,4.56,27.0,221.0,309.0,F,G+,1.0,4,2
Columbia – CL 2350,US,Jazz,1965,"Hard Bop, Post Bop, Modal",0,0,0,0,0,0,0,0,0,59.95,Miles Davis , E.S.P.,Columbia ,65,4.55,42.0,425.0,252.0,VG,VG+,0.995,6,5
Columbia – CS 8607,US,Jazz,1962,"Hard Bop, Post Bop",0,0,0,1,1,0,1,1,1,59.04,The New Dynamic Chico Hamilton Quintet* , Drumfusion,Columbia ,62,4.5,6.0,77.0,92.0,VG+,NM or M-,1.0,7,6
Blue Note – BST 84277,US,Jazz,1968,"Hard Bop, Latin Jazz",0,0,0,0,0,0,0,0,0,57.98,The Horace Silver Quintet Featuring Stanley Turrentine , Serenade To A Soul Sister,Blue Note ,68,4.27,49.0,494.0,179.0,G,VG,1.0,5,3
Riverside Records – RLP 12-303,US,Jazz,1959,"Hard Bop, Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,59.97,Cannonball Adderley Quartet , Cannonball Takes Charge,Riverside Records ,59,4.43,14.0,182.0,71.0,VG+,NM or M-,0.997,7,6
Blue Note – BST 84277,US,Jazz,1968,"Hard Bop, Latin Jazz",0,0,0,0,0,0,0,0,0,59.0,The Horace Silver Quintet Featuring Stanley Turrentine , Serenade To A Soul Sister,Blue Note ,68,4.27,49.0,494.0,179.0,VG+,VG+,0.9990000000000001,6,6
Vik – LX-1115,US,Jazz,1958,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,55.38,Art Blakey's Jazz Messengers* , A Night In Tunisia,Vik ,58,4.4,5.0,29.0,86.0,F,VG,1.0,5,2
"Prestige – PR 7498, Prestige – PRST 7498",US,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,57.3,The Barry Harris Sextet , Luminescence!,Prestige ,67,4.0,6.0,60.0,45.0,VG+,NM or M-,0.99,7,6
Riverside Records – RLP 1128,US,Jazz,1958,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,59.99,Cannonball Adderley With Milt Jackson , Things Are Getting Better,Riverside Records ,58,3.83,6.0,83.0,127.0,VG+,VG,1.0,5,6
Blue Note – BST 84269,US,Jazz,1968,"Hard Bop, Soul-Jazz",0,0,0,1,0,0,0,0,1,59.95,The Incredible Jimmy Smith* , Open House,Blue Note ,68,4.78,18.0,391.0,69.0,NM or M-,NM or M-,0.997,7,7
Blue Note – BST 84010,US,Jazz,1968,Hard Bop,0,0,0,0,0,0,0,0,0,55.0,Bennie Green , Walkin' And Talkin',Blue Note ,68,4.0,4.0,42.0,32.0,VG+,M,0.9990000000000001,8,6
Atlantic – 3007,US,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,55.55,Roland Kirk , Here Comes The Whistleman,Atlantic ,67,5.0,1.0,3.0,11.0,G+,VG,1.0,5,4
Prestige (4) – SMJX-10033,Japan,Jazz,1968,Hard Bop,0,0,0,1,1,0,1,1,1,59.0,Various , Golden Jazz Trumpet,Prestige (4) ,68,0.0,0.0,1.0,1.0,NM or M-,NM or M-,1.0,7,7
"Prestige – PR 7292, Prestige – PRST 7292",US,Jazz,1964,Hard Bop,1,1,0,0,0,0,0,0,1,57.0,John Coltrane , The Believer,Prestige ,64,3.2,5.0,35.0,77.0,VG+,VG+,0.986,6,6
Pacific Jazz – PJ-1206,US,Jazz,1955,"Hard Bop, Modal",0,0,0,1,0,0,0,0,1,55.55,Chet Baker , The Trumpet Artistry Of Chet Baker,Pacific Jazz ,55,4.44,32.0,250.0,221.0,VG,VG+,1.0,6,5
Blue Note – BST 84273,US,Jazz,1970,Hard Bop,0,0,0,0,0,1,0,0,1,57.99,Hank Mobley , Hi Voltage,Blue Note ,70,4.2,15.0,78.0,57.0,VG+,VG+,1.0,6,6
Columbia – CL 1002,US,Jazz,1957,"Afro-Cuban Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,57.54,Art Blakey And The Jazz Messengers* , Drum Suite,Columbia ,57,4.6,10.0,186.0,95.0,VG,VG,0.9990000000000001,5,5
Blue Note – BST 84277,US,Jazz,1968,"Hard Bop, Latin Jazz",0,0,0,0,0,0,0,1,1,56.32,The Horace Silver Quintet Featuring Stanley Turrentine , Serenade To A Soul Sister,Blue Note ,68,5.0,1.0,19.0,33.0,VG+,VG+,0.98,6,6
"Blue Note – 4003, Blue Note – BLP 4003",US,Jazz,1959,Hard Bop,0,1,1,0,0,0,0,0,1,59.0,Art Blakey And The Jazz Messengers* , Art Blakey And The Jazz Messengers,Blue Note ,59,4.81,47.0,344.0,473.0,G+,G,0.9990000000000001,3,4
Blue Note – BST 84208,US,Jazz,1966,"Hard Bop, Post Bop",1,0,0,1,0,0,0,0,1,55.55,Freddie Hubbard , The Night Of The Cookers - Live At Club La Marchal - Volume 2,Blue Note ,66,4.36,11.0,84.0,88.0,G,VG,1.0,5,3
Blue Note – BLP 1554,US,"Jazz, Latin",1963,"Afro-Cuban Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,58.0,Art Blakey , Orgy In Rhythm - Volume One,Blue Note ,63,5.0,3.0,22.0,53.0,VG+,VG,1.0,5,6
Blue Note – BST 4008,US,Jazz,May 1959,"Bop, Hard Bop",0,0,1,0,0,1,0,0,1,56.0,The Horace Silver Quintet , Finger Poppin' With The Horace Silver Quintet,Blue Note ,59,4.57,14.0,100.0,133.0,VG+,VG,1.0,5,6
World Pacific Jazz – ST-20166,US,Jazz,1969,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,56.78,Les McCann , More Or Les McCann,World Pacific Jazz ,69,4.6,5.0,125.0,46.0,VG+,M,0.9129999999999999,8,6
Prestige – PRST 7307,US,Jazz,1964,"Soul-Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,55.73,Red Garland , Soul Burnin',Prestige ,64,4.67,3.0,21.0,25.0,VG,VG,0.972,5,5
Prestige – 7160,US,Jazz,1960,Hard Bop,0,1,0,0,0,0,0,0,1,59.99,Bennie Green , Blows His Horn,Prestige ,60,5.0,1.0,28.0,29.0,VG+,VG+,0.998,6,6
Supraphon – SUA 15733,Czechoslovakia,Jazz,1967,"Hard Bop, Post Bop, Big Band",0,1,0,0,0,0,0,0,1,59.9,Various , International Jazz Festival Prague 2,Supraphon ,67,4.4,5.0,15.0,25.0,VG+,VG+,0.998,6,6
"Trova – TL12, Trova – TL-12",Argentina,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,59.99,Villegas* , Tributo A Monk,Trova ,67,4.33,3.0,22.0,21.0,VG+,VG+,0.985,6,6
Riverside Records – RLP 12-286,US,Jazz,1959,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,55.99,Cannonball Adderley With Milt Jackson , Things Are Getting Better,Riverside Records ,59,3.0,1.0,28.0,33.0,VG+,VG+,0.992,6,6
Blue Note – BLP 4076,US,Jazz,Aug 1961,Hard Bop,1,0,0,1,0,1,0,0,1,59.5,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,61,4.28,53.0,598.0,245.0,G+,VG+,1.0,6,4
Prestige – PRLP 7150,US,Jazz,1959,Hard Bop,0,0,0,0,0,1,0,0,1,59.98,Miles Davis , Miles Davis And The Modern Jazz Giants,Prestige ,59,4.56,52.0,497.0,416.0,G+,G+,1.0,4,4
Atlantic – 1428,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,56.35,Philly Joe Jones* & Elvin Jones , Together!,Atlantic ,64,4.14,14.0,107.0,118.0,VG+,NM or M-,0.99,7,6
Blue Note – BLP 1562,US,Jazz,Jul 1957,Hard Bop,1,0,1,1,0,1,0,0,1,56.0,The Horace Silver Quintet , The Stylings Of Silver,Blue Note ,57,4.63,24.0,178.0,184.0,G+,G+,1.0,4,4
Polskie Nagrania Muza – L 0397,Poland,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,59.0,Jørgen Leth Quintet / Igor Čaplinski , Jazz Jamboree 1962 Vol.4,Polskie Nagrania Muza ,62,5.0,3.0,25.0,63.0,VG+,VG,0.997,5,6
Verve Records – V6-8430,US,Jazz,1959,"Big Band, Hard Bop",0,0,0,1,0,1,0,0,1,59.0,Sonny Rollins , Brass / Trio,Verve Records ,59,3.89,9.0,111.0,19.0,VG+,NM or M-,0.9890000000000001,7,6
Bethlehem Records – BCP-6024,US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,55.0,Various , Winner's Circle,Bethlehem Records ,58,3.67,3.0,35.0,94.0,VG+,VG+,0.998,6,6
"RCA Victor – LPM/LSP-2527, RCA Victor – LPM 2527",US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,58.24,Sonny Rollins , The Bridge,RCA Victor ,62,4.45,51.0,495.0,477.0,VG+,VG,0.983,5,6
"Prestige – PR 7245, Prestige – PRLP 7245",US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,58.99,Thelonious Monk , We See,Prestige ,62,4.4,5.0,66.0,103.0,VG+,NM or M-,0.992,7,6
Capitol Records – ST 2399,US,Jazz,1965,"Hard Bop, Soul-Jazz, Modal",0,0,0,0,0,0,0,0,0,56.2,Cannonball Adderley , Cannonball Adderley-Live!,Capitol Records ,65,3.86,22.0,299.0,59.0,NM or M-,NM or M-,1.0,7,7
"Atlantic – SD 1278, Atlantic – 1278",US,Jazz,1958,"Bop, Hard Bop",0,0,0,1,0,1,0,0,1,59.0,Art Blakey's Jazz Messengers* With Thelonious Monk , Art Blakey's Jazz Messengers With Thelonious Monk,Atlantic ,58,4.57,7.0,116.0,213.0,VG+,VG+,1.0,6,6
Prestige – PRLP 7139,US,Jazz,1958,Hard Bop,0,0,0,1,0,1,0,0,1,59.95,The Red Garland Trio Plus Ray Barretto , Manteca,Prestige ,58,4.75,8.0,66.0,63.0,VG+,VG,1.0,5,6
Argo (6) – LP 623,US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,55.99,Max Roach Quintette* , Max,Argo (6) ,58,4.42,12.0,126.0,121.0,VG,VG+,0.9990000000000001,6,5
Contemporary Records – C 3546,US,Jazz,1958,"Cool Jazz, Hard Bop",1,0,0,1,0,1,0,0,1,55.99,The Hampton Hawes Quartet* , All Night Session! Vol. 2,Contemporary Records ,58,4.1,10.0,78.0,28.0,VG+,VG+,0.992,6,6
Mercury – MG 20616,US,Jazz,1961,Hard Bop,0,0,0,1,1,0,1,1,1,59.99,"Julian ""Cannonball"" Adderley* ", Cannonball Enroute,Mercury ,61,4.04,45.0,528.0,70.0,VG+,VG+,1.0,6,6
Columbia – CL 2051,US,Jazz,Sep 1963,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,59.0,Miles Davis , Seven Steps To Heaven,Columbia ,63,4.31,81.0,955.0,414.0,VG+,VG+,1.0,6,6
"Blue Note – BST 84243, Blue Note – BLP 4243",US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,58.0,Lee Morgan , Delightfulee,Blue Note ,70,4.0,8.0,121.0,82.0,VG+,VG,1.0,5,6
Columbia – CL 1040,US,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,55.99,The Jazz Messengers* , Hard Bop,Columbia ,57,4.31,29.0,280.0,178.0,VG+,VG+,0.9990000000000001,6,6
Columbia – CL 949,Canada,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,59.0,Miles Davis , 'Round About Midnight,Columbia ,57,4.11,9.0,81.0,259.0,VG,VG,0.996,5,5
Argo (6) – LP-678,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,59.95,Art Farmer , Art,Argo (6) ,60,4.38,24.0,212.0,140.0,VG,VG,1.0,5,5
Blue Note – BST 84269,US,Jazz,1968,"Hard Bop, Soul-Jazz",0,0,0,1,0,0,0,0,1,55.0,The Incredible Jimmy Smith* , Open House,Blue Note ,68,4.78,18.0,391.0,69.0,VG+,NM or M-,0.976,7,6
Mercury – 220 027 LMY,Netherlands,Jazz,1966,"Contemporary Jazz, Cool Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,59.0,Art Blakey , Buttercorn Lady,Mercury ,66,4.5,4.0,26.0,22.0,VG+,VG+,1.0,6,6
Charlie Parker Records – PLP-406,US,"Jazz, Stage & Screen",1961,"Soundtrack, Bop, Big Band, Hard Bop, Cool Jazz",0,0,0,1,0,0,0,0,1,55.0,Mundell Lowe , Satan In High Heels,Charlie Parker Records ,61,4.2,10.0,86.0,50.0,NM or M-,NM or M-,1.0,7,7
Columbia – CS 8983,US,Jazz,1964,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,55.25,Miles Davis , Miles Davis In Europe,Columbia ,64,4.29,49.0,691.0,184.0,VG+,VG+,0.823,6,6
Riverside Records – RS 9465,US,Jazz,1963,Hard Bop,0,0,0,1,1,0,1,1,1,57.68,Jimmy Heath And Brass , Swamp Seed,Riverside Records ,63,4.0,2.0,26.0,36.0,VG+,NM or M-,0.978,7,6
"Prestige – PRLP 7044, Prestige – LP 7044, Prestige – 7044",US,Jazz,1964,"Bop, Hard Bop",1,1,1,0,0,0,0,0,1,55.0,Miles Davis , Collectors' Items,Prestige ,64,4.67,9.0,70.0,77.0,VG+,VG,0.987,5,6
Columbia – CL 998,US,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,58.0,Don Byrd* - Gigi Gryce , Jazz Lab,Columbia ,57,4.33,3.0,17.0,45.0,VG+,VG+,0.9990000000000001,6,6
Atlantic – 1361,US,Jazz,1968,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,57.99,John Coltrane , My Favorite Things,Atlantic ,68,5.0,5.0,90.0,187.0,VG+,VG+,1.0,6,6
Columbia – CL 1656,US,Jazz,11 Dec 1961,"Hard Bop, Modal",1,0,0,0,0,0,0,0,1,59.0,Miles Davis Sextet* , Someday My Prince Will Come,Columbia ,61,4.49,55.0,479.0,217.0,VG,VG,1.0,5,5
Prestige – PR 7203,US,Jazz,1961,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,59.95,"Johnny ""Hammond"" Smith* ", Stimulation,Prestige ,61,3.78,9.0,90.0,68.0,VG+,NM or M-,0.995,7,6
Columbia – CS 8765,US,Jazz,1965,Hard Bop,0,0,0,0,0,0,0,0,0,59.13,The Thelonious Monk Quartet , Monk's Dream,Columbia ,65,4.6,5.0,47.0,139.0,VG+,VG,0.9890000000000001,5,6
Blue Note – BST 84282,US,Jazz,1968,"Hard Bop, Post Bop",0,0,0,0,0,0,0,0,0,59.0,The New Elvin Jones Trio , Puttin' It Together,Blue Note ,68,4.33,3.0,36.0,48.0,VG,NM or M-,1.0,7,5
New Jazz – NJLP 8218,US,Jazz,1959,Hard Bop,0,0,0,0,0,1,0,0,1,59.0,Yusef Lateef , Other Sounds,New Jazz ,59,4.15,26.0,186.0,305.0,G+,VG,1.0,5,4
