Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Gil Mellé Quintet With Don Butterfield – 5 Impressions Of Color,Blue Note – BLP 5063,US,"Vinyl, LP, 10"", Album, Mono","Recorded Feb. 27, 1955",Jazz,1955,"Cool Jazz, Avant-garde Jazz","Rated 5.00 of 2 votes (19 have, 81 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$425.00
Cannonball Adderley – Somethin' Else,Blue Note – BLP 1595,US,"Vinyl, LP, Album, Repress, Mono","Mono label variation, release circa 1959-1962.

Labels:
- Blue Note Records Inc • 47 West 63rd • NYC
- Includes ® under Blue Note

Runouts:
- Etched '9M', side B only
- Plastylite 'P', both sides
- Stamped RVG, both sides

Rear cover:
- Blue Note Records Inc., 43 West 61st St. New York 23

Front cover, jacket spine and labels credit Cannonball Adderley, rear cover credits Julian ""Cannonball"" Adderley at top and ""Cannonball"" Adderley in credits, labels credit Julian ""Cannonball"" Adderley.

Includes printed paper 'Blue Note The Finest In Jazz Since 1939' promotional inner sleeve.

Miles Davis performs by courtesy of Columbia Records,
Hank Jones performs by courtesy of Capitol Records

Recorded on March 9, 1958",Jazz,1959,"Bop, Hard Bop","Rated 4.92 of 12 votes (101 have, 390 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99
Hank Mobley – Mobley's Message,Prestige – PRLP 7061,US,"Vinyl, LP, Album","Recorded July 20, 1956.",Jazz,1956,Hard Bop,"Rated 4.50 of 14 votes (69 have, 373 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$420.00
The Three Sounds – It Just Got To Be,"Blue Note – BST 84120, Blue Note – 84120",US,"Vinyl, LP, Album, Reissue, Stereo","BST 84120 is the catalog number on the labels.
84120 is the catalog number on the cover.

Black label with two tone blue logo, circa 1970
Label variation.",Jazz,1970,,"Rated 3.50 of 2 votes (17 have, 18 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),97.1%,nan,nan,$400.00
Lloyd McNeill / Marshall Hawkins – Tanner Suite,ASHA Recording Co. Inc. – asha no. two,US,"Vinyl, LP, Album, Mono, Limited Edition, Numbered","Tribute to African American artist Henry Ossawa Tanner at the Smithsonian National Gallery Of Art.

Improvised and recorded in the galleries of the National Collection of Fine Arts, at the Tanner Exhibition, July 20, 1969.

Limited edition of 1000 rubber-stamped numbered copies.",Jazz,1969,"Soul-Jazz, Fusion","Rated 4.81 of 16 votes (62 have, 456 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Smithsonian American Art Museum,nan,$400.00
"Rimona Francis, Stu Hacohen – Badabada",Hed-Arzi – BAN 14170,Israel,"Vinyl, LP, Album",Recorded in the Israel Broadcasting Authorities' Studio,"Jazz, Latin, Funk / Soul",1969,"Latin Jazz, Soul-Jazz, Afro-Cuban Jazz, Jazz-Funk, Modal","Rated 4.00 of 4 votes (7 have, 72 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.2%,nan,nan,$400.00
Paul Bley Quintet – Barrage,ESP Disk – 1008,US,"Vinyl, LP, Album, Mono","This version:
Red/white wraparound cover with Riverside Drive address.
The left hand side of the back cover is blank.
Red labels with white lettering stating 'monaural'.",Jazz,1965,Free Jazz,"Rated 4.71 of 7 votes (59 have, 138 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,nan,nan,$400.00
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, ®","Initially released in November of 1957. This repress was likely released between 1959 and 1962.

This pressing has ® on the label, and Inc in the back cover.

-Cover-
John Coltrane performs by courtesy of Prestige Records, Kenny Drew performs by courtesy of Riverside Records.
High Fidelity
For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 61st St., New York 23

-Inner sleeve-
BLUE NOTE THE FINEST IN JAZZ SINCE 1939
BLUE NOTE RECORDS INC. 43 WEST 61st ST. NEW YORK 23, N. Y.

-Labels-
BLUE NOTE® 33⅓ MICROGROOVE LONG PLAYING
BLUE NOTE RECORDS INC • 47 WEST 63rd • NYC

Recorded on September 15, 1957.

The symbol of an ear is inscribed into the run out grooves of both sides.
The track duration does not appear on the release.
Both sides of the label has Deep Groove.",Jazz,1959,Hard Bop,"Rated 4.75 of 69 votes (313 have, 989 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99
Lee Morgan – The Cooker,Blue Note – BLP 1578,US,"Vinyl, LP, Album, Mono","Recorded on September 29, 1957.

This 1st pressing mono issue:

- Deep groove labels with 47 West 63rd • NYC address
- Labels have no INC., and no ® under the E of 'Blue Note'
- Laminated front cover
- No INC. on the back
- In the dead wax: ""Ear"" or ""P"" symbol for Plastylite hand-etched, and RVG stamped",Jazz,1958,Hard Bop,"Rated 4.54 of 24 votes (137 have, 653 want)",Good Plus (G+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99
Yusef Lateef – Jazz Mood,"Savoy Records – MG 12103, Savoy Records – MG-12103",US,"Vinyl, LP, Album",nan,Jazz,1957,,"Rated 4.60 of 43 votes (152 have, 793 want)",Very Good (VG),Sleeve: Very Good (VG),98.9%,nan,nan,$400.00
Billy Martin (3) – Strawberry Soul,Trans-World (2) – TWF-9540,Canada,"Vinyl, LP, Album",This listing is for the original pressing. Stop listing reissues here.,"Jazz, Funk / Soul",1970,"Jazz-Funk, Rhythm & Blues, Funk","Rated 4.90 of 10 votes (44 have, 168 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,Trans World Record Inc.,$400.00
Dexter Gordon – Our Man In Paris,"Blue Note – 84146, Blue Note – BST 84146",US,"Vinyl, LP, Album, Stereo, Reissue, Liberty Pressing","Blue and white ""Division of Liberty"" reissue. ""Van Gelder Stereo"" in the runout groove.",Jazz,1966,Hard Bop,"Rated 4.75 of 16 votes (111 have, 162 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.7%,nan,nan,$400.00
John Coltrane – A Love Supreme,Impulse! – A-77,US,"Vinyl, LP, Album, Mono, Gatefold","Recorded December 9th, 1964.

This is the variant with side indications on the labels. There is another variant
without side indications on the labels

""A Product of ABC-Paramount Records Inc."" printed at bottom of labels

The thick cardstock gatefold sleeve has a heavily laminated glossy finish but the inside
of the gatefold does not.",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 205 votes (1398 have, 3693 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,nan,nan,$400.00
"Stanley Turrentine – Up At ""Minton's"", Vol. 2",Blue Note – BLP 4070,US,"Vinyl, LP, Album, Mono","Recorded live on February 23, 1961.",Jazz,1961,Hard Bop,"Rated 4.55 of 11 votes (89 have, 169 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Minton's Playhouse,Plastylite,$400.00
The Jonah Jones Quartet – Swingin' On Broadway,"Capitol Records – T963, Capitol Records – T-963",US,"Vinyl, LP, Album, Mono",nan,Jazz,1958,,"Rated 4.25 of 20 votes (440 have, 26 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),98.1%,nan,nan,$400.00
Howard McGhee – Dusty Blue,"Bethlehem Records – BCP 6055, Bethlehem Records – 6055",US,"Vinyl, LP, Album, Mono, deep groove",Hard to find original mono pressing featuring red and silver deep groove Bethlehem labels.,Jazz,1961,Post Bop,"Rated 3.33 of 3 votes (13 have, 126 want)",Very Good (VG),Sleeve: Good Plus (G+),nan,nan,nan,$400.00
Lee Morgan – Leeway,Blue Note – BLP 4034,US,"Vinyl, LP, Album, Mono","""BLUE NOTE RECORDS INC - NEW YORK USA"" labels with RVG stamped in deadwax.

The following address at the bottom of the back cover: BLUE NOTE RECORDS INC., 43 West 61st St., New York 23

Lee Morgan and Paul Chambers perform by courtesy of Vee-Jay Records, Bobby Timmons performs by courtesy of Riverside Records.

Recorded on April 28, 1960.",Jazz,1962,Hard Bop,"Rated 5.00 of 4 votes (19 have, 137 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$400.00
Donald Byrd – Off To The Races,Blue Note – BLP 4007,US,"Vinyl, LP, Album, Mono","Wynton Kelly performs by courtesy of Riverside Records.

Recorded December 21, 1958.",Jazz,1959,Hard Bop,"Rated 4.74 of 23 votes (155 have, 465 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$400.00
The Prestige All Stars – Earthy,"Prestige – PRLP 7102, Prestige – Prestige 7102, Prestige – Prestige LP 7102",US,"Vinyl, LP, Mono, Album","Labels: PRLP 7102
Spine and front jacket: Prestige 7102
Rear jacket: Prestige LP 7102

First press..447 West 50th Street, New York 19, N.Y.",Jazz,25 Jan 1957,Cool Jazz,"Rated 4.57 of 7 votes (35 have, 118 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),96.4%,nan,"Abbey Record Manufacturing Co., Inc.",$399.99
The Kenny Drew Quartet* – Talkin' & Walkin' With The Kenny Drew Quartet,Jazz: West – JWLP-4,US,"Vinyl, LP, Album, Mono, Deep groove","The music in this album was recorded in December, 1955, at the Capitol Recording Studios in Hollywood.

Red labels. Deep groove.",Jazz,1956,,"Rated 4.00 of 7 votes (39 have, 99 want)",Very Good (VG),Sleeve: Very Good (VG),96.4%,nan,nan,$399.99
Miles Davis – Blue Moods,Debut Records – DEB-120,US,"Vinyl, LP, Album","Recorded July 9, 1955",Jazz,1955,Hard Bop,"Rated 4.24 of 25 votes (147 have, 574 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),96.4%,nan,nan,$399.99
Milli Vernon* – Introducing,Storyville (3) – STLP 910,US,"Vinyl, LP, Album, Mono",Red Storyville STPL 910 with DeepGroove,Jazz,01 Mar 1956,Vocal,"Rated 4.75 of 8 votes (15 have, 67 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.8%,nan,nan,$400.00
Varetta Dillard – That's Why I Cry / Undecided,RCA Victor – 47-7057,US,"Vinyl, 7"", 45 RPM",Version: Time in right side.,"Jazz, Funk / Soul, Blues",1957,Rhythm & Blues,"Rated 1.00 of 1 votes (4 have, 124 want)",Very Good Plus (VG+),Sleeve: Not Graded,100.0%,nan,nan,$400.00
Eric Dolphy – Out There,"New Jazz – 8252, New Jazz – NJLP 8252",US,"Vinyl, LP, Album, Mono",Non deep groove pressing.,Jazz,1961,"Hard Bop, Free Jazz, Modal","Rated 5.00 of 1 votes (14 have, 104 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$400.00
Nat Adderley – Work Song,"Riverside Records – RLP 12-318, Riverside Records – RLP 1167",US,"Vinyl, LP, Album, Mono","Recorded in New York; January 25 and 27, 1960.",Jazz,1960,Hard Bop,"Rated 4.75 of 4 votes (37 have, 47 want)",Near Mint (NM or M-),Sleeve: Mint (M),99.7%,nan,nan,$419.60
"King Cole*, Lester Young, Red Callender – Trio",Aladdin (6) – 705,US,"Vinyl, LP, 10"", Album, Mono","Recorded July 15, 1942; Los Angeles",Jazz,1953,,"Rated 5.00 of 2 votes (13 have, 60 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$399.99
Miles Davis – Bitches Brew,Columbia – GP 26,US,"2 × Vinyl, LP, Album","This ""two-eye"" version has a variant credit on side D: ""-W. Shorter"" is the only credit for track D2, whereas other two-eye copies more commonly list ""-W. Shorter - M. Davis-"".

This version can be differentiated from subsequent pressings by the ""360 Stereo Sound"" Columbia 'two-eye' labels and by the catalog number.

Released in a gatefold jacket.

Interior gatefold panel:
Manufactured by Columbia Records/CBS, Inc./51 W. 52 Street, New York, N.Y./ ® ""Columbia,"" Marcas Reg. Printed in U.S.A.

Full title printed on the front cover: ""Directions In Music By Miles Davis Miles Davis Bitches Brew"".",Jazz,Jun 1970,Fusion,"Rated 4.19 of 27 votes (288 have, 668 want)",Near Mint (NM or M-),Sleeve: Mint (M),98.9%,nan,nan,$400.00
Börje Fredriksson Quartet / Börje Fredriksson Quintet – Intervall,Columbia – SSX 1021,Sweden,"Vinyl, LP, Album","Recorded in EMI Studio, Stockholm 22.6.1965 (A1,B2) & in August 1965 (B1,B3) and 12.9.1966 (A2).",Jazz,1966,,"Rated 4.50 of 12 votes (35 have, 151 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"EMI Studios, Stockholm",nan,$420.00
B. Ondráček* - J. Schneider* – Gentlemani (Muzikál),Supraphon – 043 0104,Czechoslovakia,"Vinyl, LP, Album, Mono","Písně z muzikálu
Snímky označené * vyšly také v notovém albu Supraphonu.

Made in Czechoslovakia
℗ 1967

———
Songs from the musical
Tracks marked with * (A2, A4, A5, A7, B1, B3, B4) were also released by Supraphon as a sheet music album.

On center labels, lead vocalists are credited globally for each side. Orchestra credited on center labels as “K. Vlach se svým orchestrem”.","Jazz, Pop, Stage & Screen",1967,"Big Band, Pop Rock, Musical, Vocal, Easy Listening","No Rating Yet (10 have, 9 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.8%,nan,Gramofonové Závody,$399.99
Cherie Lynn With The Glenn Henry Quartet – Shades Of Cherie,Breeze Records (9) – BRC-1304,US,"Vinyl, LP, Album, Mono",nan,Jazz,1964,"Swing, Vocal","Rated 4.25 of 4 votes (7 have, 9 want)",Mint (M),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$400.00
Kenny Clarke - Francy Boland And Company* – The Golden 8,Blue Note – BLP 4092,US,"Vinyl, LP, Mono","Recorded in Koln, West Germany, on May 18 & 19, 1961.",Jazz,1961,,"Rated 4.12 of 17 votes (71 have, 165 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),95.2%,nan,nan,$418.00
Miles Davis – Jazz Track,Columbia – CL 1268,US,"Vinyl, LP, Promo, Mono, Terre Haute","Promo with ""Red & White 6 Eye"" label. ""Demonstration Not For Sale""

NOTE: track B2 is called ""Put Your Little Foot Right Out"" on this only.

The Jazz Track LP compilation is made up of two unrelated studio sessions.
The A Side Recorded on Dec 4, 1957, is devoted to ten songs composed by Miles Davis for the soundtrack to the French film ""L'Ascenseur Pour l'Echafaud"".
The B Side represents only a portion of the May 26, 1958, studio session that has since been reissued in full on CD.",Jazz,Nov 1959,Hard Bop,"Rated 4.67 of 9 votes (80 have, 83 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,nan,"Columbia Records Pressing Plant, Terre Haute",$425.00
Kenny Dorham – Jazz Contrasts,Riverside Records – RLP 12-239,US,"Vinyl, LP, Album, Mono","Recorded in New York, May 21 and 27, 1957
White BGP label with black lettering and blue reel to reel logo, also deep groove.",Jazz,1957,Bop,"Rated 4.14 of 7 votes (96 have, 179 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$400.00
Hank Mobley – Roll Call,Blue Note – BLP 4058,US,"Vinyl, LP, Album, Mono","Recorded on November 13, 1960.

Wynton Kelly and Paul Chambers perform by courtesy of Vee-Jay Records.

- Deep groove on either both sides or one side
- 47 west 63rd address on both labels
- ® under 'Blue Note' on both labels
- Plastylite ""ear"" mark on run out on both sides
- RVG stamped
- Laminated front sleeve
- 'Inc' on back of sleeve
- Address on back sleeve is: Blue Note Records Inc, 47 West 63rd St., New York 23",Jazz,1960,Hard Bop,"Rated 4.39 of 18 votes (113 have, 517 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$400.00
Kenny Burrell with Art Blakey – At The Five Spot Cafe,Blue Note – BLP 4021,US,"Vinyl, LP, Album, Mono","Roland Hanna performs by courtesy of Atco Records.

This is the second set, and was recorded at the ""Five Spot Café"", NYC on August 25, 1959.

Labels read: ""Blue Note Records, Inc. 47 West 63rd, NYC""
Deep Groove both sides of label
Back cover: Bottom address reads: ""Blue Note Records Inc., 47 West 63rd St., New York 23""

""RVG"" stamp in the deadwax.
""P"" stamp in the deadwax.

Also released as BST 84021.",Jazz,Mar 1960,,"Rated 4.50 of 20 votes (125 have, 354 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Five Spot Café,Plastylite,$425.00
Alzo & Udine – C'mon And Join Us!,Mercury – SR 61214,US,"Vinyl, LP, Album, Promo","The bottom of both the A-Side and B-Side labels read ""PROMOTIONAL COPY - NOT FOR SALE""","Jazz, Rock, Funk / Soul",1968,"Soul-Jazz, Folk Rock, Easy Listening","Rated 4.00 of 1 votes (19 have, 98 want)",Very Good Plus (VG+),Sleeve: Fair (F),100.0%,nan,nan,$399.99
Johnny Griffin – The Little Giant,Riverside Records – RLP 12-304,US,"Vinyl, LP, Album, Mono","Recorded in New York; August, 1959.",Jazz,1959,Hard Bop,"Rated 4.63 of 8 votes (74 have, 127 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Reeves Sound Studios,nan,$400.00
Sonny Rollins – Freedom Suite,Riverside Records – RLP 12-258,US,"Vinyl, LP, Album, Mono","Recorded in New York; February, 1958.

Blue/silver large (100 mm) label. No INC, with deep groove.
Address on lower rear sleeve: 553 West 51st Street, New York 19, N.Y.",Jazz,1958,Hard Bop,"Rated 4.40 of 30 votes (261 have, 275 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,WOR Studios,nan,$400.00
"Steve Marcus, Miroslav Vitous, Sonny Sharrock, Daniel Humair – Green Line","Victor World Group – SMJX 10109, Victor World Group – SMJX-10109, Victor World Group – SVIR-10067",Japan,"Vinyl, LP, Album, Gatefold","First cat# on sleeve, 2nd on labels and OBI, 3rd on labels in parentheses.
Recorded at Victor Studio, Aoyama Tokyo 11 September 1970. Green Victor World Group Label.

ビクター・ワールド・グループ
発売元 ・日本ビクター株式会社
¥1,950 〄㊗","Jazz, Rock",1970,Free Jazz,"Rated 4.50 of 6 votes (17 have, 258 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$400.00
Beverly Kenney – Like Yesterday,Decca – DL 78948,US,"Vinyl, LP, Album, Stereo",DL 78948 deep-groove STEREO first pressing.,Jazz,1959,Vocal,"Rated 5.00 of 2 votes (5 have, 42 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,$400.00
עדנה גורן* = Edna Goren – כי מדברות עיניך,Hed-Arzi – BAN 14052,Israel,"Vinyl, LP","The Hebrew title of this album is named after one of the tracks - ""The Spell Of Your Eyes"".

Notes on back cover:
LONG PLAYING 33⅓ R.P.M. RECORD
PRODUCED BY HED-ARZI LTD., ISRAEL","Jazz, Pop",1968,,"Rated 5.00 of 2 votes (8 have, 68 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$400.00
